Index,Review,Result,Aspect,Opinion,FOOD#STYLE&OPTIONS,FOOD#QUALITY,AMBIENCE#GENERAL,RESTAURANT#GENERAL,SERVICE#GENERAL,FOOD#PRICES,RESTAURANT#PRICES,LOCATION#GENERAL,RESTAURANT#MISCELLANEOUS,DRINKS#STYLE&OPTIONS,DRINKS#PRICES,DRINKS#QUALITY
#1661,món ngon sữa_chua trộn thạch trà xanh nhật ngon thạch trà xanh thơm lắm sữa_chua dẻo mứt việt_quất vị ngon bánh trán bắp xào ngon lắm chạy xe nhiệt_tình xe dễ_thương lắm,"[['FOOD#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1662,món cực ngon mỡ hành thịt heo rau_thơm,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1663,món hoài chán ta hơi ghiền món thịt luộc bánh_tráng chấm mắm_nêm nè_đĩa lắm giá nhg mâm rau_ta hoành_tráng vô_cùng đồ chua ok hà mấy chè ngon tầm giá hơi mắc giang,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'negative']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'negative']",1.0,1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1664,món ngon đẹp da bỏ_qua nhà_hàng ổn đông vắng giá hơi nhỉnh chút nhg ngon món salad bao tươi giòn mát nha piza chê chất_lượng đầy_ắp đồ giá hơi ăn_không,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",-0.5,1.0,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1665,món chất_lượng xương ngon rẻ bổ_dưỡng,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1666,món món signature quán xôi xiêm giá xôi ca dé chan nước_cốt dừa sầu_riêng mặt,"[['FOOD#QUALITY', 'neutral'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#PRICES']","['neutral', 'neutral']",-0.5,0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1667,món đem thiêt k tôm_càng xịn hẳn_hoi thịt tôm lắm gạch tôm béo béo_ăn miến ngon bở món ngon giá hơi chút công_nhận hoàng ty ghiền xá đi đông lắm gọi trời chia giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'neutral'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'neutral', 'positive']",1.0,1.0,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1668,món đi ngon ăn_ở nước_mắm_nêm hơi mặn đà_nẵng quảng_nam định bạn_bè gia_đình nước_ngoài thích_hợp tích_cực x,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1669,món đơn_giản ngon bá cháy đơn_giản chả cá hấp_dẫn lắm tô_vậy tầm chả cá hương_vị chả cá chả chát miệng chả bột miênga chả dai thơm mùi cá lắm cảm_giác mấy xương cá bé bé nước_lèo tương_đối ổn dầu_mỡ mặn mặn trong_vắt bún bình_thường trụng kĩ mùi bùn chỗ nóng giá ok tầm giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'neutral'], ['FOOD#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'neutral', 'positive']",0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1670,món hơi hấp_dẫn nha cơm cháy bao giòm rụm ghiền cơm cháy v gà nguyên gom nướng ngon cực_kỳ thịt mềm xé dể lắm món nhậu xảy nha bà_con,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1671,món kêu mơid đợi một_chút đổi bánh giòn thơm mùi bánh_mì tôm tươi nghiện nha,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1672,món lạ nồi bốc khói nghi_n ngửi mùi thơm tưởng nghêu hấp_sả hàu nấu nấm linh_chi hành_tây trái trứng lòng_đào nước_ngọt thơm dịu húp xì_xụp hơi,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1673,món ngon xá rang muối đỉnh liên_tục dừng chân gà cánh_gà ngon rang mặn mặn cay cay xong lẩu chua_cay hợp_lý ng tầm giá lăn nam nguyễn,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1674,món bò nhúng giấm rau rừng tây ninh nè mấy bữa lựa hình đẹp khoe hí hí giấm ngon cộng đĩa bò bự chà_bá mệt_nghỉ bữa đi trúng có_giá àp s quán món,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['RESTAURANT#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#1675,món chủ biến_tấu nè lẩu thái pha nước_cốt dừa vô kiểu súp tom yum thái áh lẩu ngon,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1676,món lạ lắm bánh_cuốn hải_sản hnay thử mở_rộng tầm_mắt màu_sắc vẻ đẹp mực tôm phết,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1677,món lạ nè đứng chờ p đông xe mua đông trời món lạ_miệng ngon nhân thịt cá vửa miệng combo nước_ngọt khoai giá vặt thui no nha,"[['RESTAURANT#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive'], ['RESTAURANT#PRICES', 'neutral']]","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'RESTAURANT#PRICES']","['positive', 'positive', 'neutral']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1678,món lạ hôm_qua đi món món ngon cơm khuyến_khích đi thử món thử nha quán nhậu x,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1679,món ngon cực_kì sò_huyết tươi chết mập_mạp nhà_hàng chín_tới mọng há miệng gỡ lắm nha_tỏi nguyên tép cắn bùi bùi_thơm thơm siêu món món dê ngon lẩu ok lắm nằm ven sông lọng gió mát_mẻ đông pv lắm xong chia tầm giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['LOCATION#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'LOCATION#GENERAL', 'SERVICE#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,1.0,0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5
#1680,món ngon nè cọng mì vẻ mì nhung dai nhiêu tô_to thố siêu mì tương đen vị cay trộn nha đậu thịt ok lắm món hợp cay tầm giá no lắm ng_thuan,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1681,món máy đứa rủ hòi ngán chủ quán chủ quán bảo món bột gạo cơm hằng câu pr hi,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1682,món ăn_ở phong cua pc không_gian rộng_rãi thoáng sạch_sẽ phô_mai dạng sốt kiểu cũ miếng phô_mai nướng hàu nướng hàu chín rưới sốt sốt nêm nếm vừa_miệng tí hành cà_rốt ngon lắm,"[['AMBIENCE#GENERAL', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['AMBIENCE#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive', 'positive']",1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1683,món quen tặng voucher tốn tiền giá miếng gà_ly bánh_quy mật_ong gà ngon bánh_quy cực cực cực ngon bánh thơm vị mật_ong xong ghiền nhân_viên phục_vụ wifi gửi xe fre quen lote kfc ol nhắn_tin e ghé texas,"[['FOOD#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#MISCELLANEOUS', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5
#1684,món nha me siam ngồ_ngộ bún gạo súp chua cay_ăn đậu_hũ chiên bánh cá tôm lòng_đỏ trứng gà dằm nát trộn vô bún khô súp hình nè vị chua cay ngán hình_như vị chua me í,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1685,món lạ lạ lạ đùa trâu nướng đá thơm thơm mùi thơm vô_cùng đặc_trưng thịt trâu sức_khỏe chế thử,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1686,món ngon hôm đấy liên_tiếp liên_tục bánh_đa trộn kiểu chỗ đấy quán đấy món đấy chụp ảnh kiểu đi up í bánh_đa trộn đầy_đủ rau_muống lạc giò chả cá rán hành phi mọc giá ngon lắmnước hơi mặn xíu cốc lọc đá k ah ban_đầu tưởng fre gọi trà đá hic,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['DRINKS#PRICES', 'negative']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL', 'FOOD#STYLE&OPTIONS', 'DRINKS#PRICES']","['positive', 'positive', 'positive', 'negative']",1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5
#1687,món ngon chê dừa béo ngậy hút ghiền k món quán ăn_không đau bụng dừa kiểu dừa vữa mừng xá món ăn_chơi giá_cả ok chất_lượng tầm giá no gọi mấy món mì gói nha,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['RESTAURANT#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#1688,món ngon lắm mặn mặn cánh_gà cắt miệng_ăn hành xào thơm lắm chín_tới tỏi phi ăn_không hăng nha đầu hành bọn con_trai gái lẩu tầm giá nha_ngọc_ánh,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1689,món ngon mắc chả mắc hn mắc lớp bột mỏng chiên giòn khô chấm tương_ớt muối ngon chấm tương_ớt xoài củ sắn chấm muối tôm hơi xíu ok giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'negative'], ['FOOD#STYLE&OPTIONS', 'neutral']]","['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS']","['positive', 'negative', 'neutral']",0.5,1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1690,món ngon_cơm tơi xốp thơm mùi lá dứa mắm chút mắm ruốc ngon,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1691,món ngon cọng mỳ siêu ngon,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1692,món há cảo_vậy chiên giòn ngon nhân há cảo hơi bở,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1693,món nôm_na thịt bò bằm_viên chiên áp_chảo thay_vì kẹp bánh_mì rau kiểu nhật đem chiên sốt rau củ nướng ngán bánh_mì hamburger tiệm fod thử món đỡ nhàm_chán nhà_hàng chuyên mì ramen món ngon kém đơn_cử món chúc ngon_miệng,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1694,món chỗ cơm cháy kiểu cháy chỗ cháy một_tẹo thui cảm_nhận vị cơm sốt màu đỏ í cay nhè_nhẹ đứa cay ngon_lành,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1695,món trứng nè nha hên xui mấy trứng lắm,"[['FOOD#QUALITY', 'neutral']]",['FOOD#QUALITY'],['neutral'],-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1696,món lạ_miệng ngon cá khoái tô miếng cá tươi chiên giòn bở giòn nha nước_lèo thơm quán sạch thoáng mát tầm giá nha nguyen dung,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'neutral']",1.0,1.0,1.0,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1697,món ngon mời thử cảnh_báo thử ghiền mại dzô mại dzô,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1698,món siêu ngon lun cơm nóng_hổi tiếng xèo xèo cơm xào cơm_vậy chất thổi lun gà,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1699,món siêu ngon càri gà ngon hấp_dẫn màu vàng quyến_rũ k thịt gà mềm cực ngon sốt cà_ri_béo béo_trộn cơm ăn_không ghiền nha,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1700,món đồng_tiền lắm tôm gạch liền,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1701,món tôm tôm xào cơm ngon hình đổ vô cơm,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1702,món lạ quen nè_phong,"[['FOOD#QUALITY', 'neutral']]",['FOOD#QUALITY'],['neutral'],-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1703,món ngon cực_kỳ giá rẻ quán h come and en oy it at ốc vui,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1704,món ngon nức_tiếng hà thành ăn_ở phố chả cá ngon nguyễn_trường tộ hệ_thống món thanh_cảnh ăn_chơi miệng hà_thành trẻ sợ hợp lắm,"[['FOOD#QUALITY', 'positive'], ['LOCATION#GENERAL', 'neutral']]","['FOOD#QUALITY', 'LOCATION#GENERAL']","['positive', 'neutral']",-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
#1705,món ngon quán đẹp giá ok lắm,"[['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'positive']]","['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive']",-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#1706,món béo nước_dùng hành ưa_chuộng gọi chén béo vàng mỡ_màng chan bát phở bắt_mắt chỗ quán sạch_sẽ phục_vụ tiền gửi xe quán đông giá no_nê no_nê,"[['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#MISCELLANEOUS', 'negative'], ['RESTAURANT#GENERAL', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'RESTAURANT#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'negative', 'positive', 'neutral']",-0.5,1.0,1.0,1.0,1.0,0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5
#1707,món nướng ướp thấm ngon vừa_miệng món xúc_xích bạch_tuộc quán rộng thoáng phục_vụ ok trung_bình giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1708,món ốc giác khủng ốc ngon nuóc chấm ngon phục_vụ nhiệt_tình món ốc giác nướng giá đỉêm trừ đường hơi kím chung_cư nguỹên thiệt_thuật quán ốc loan ng_ta tag,"[['FOOD#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive'], ['FOOD#PRICES', 'neutral'], ['LOCATION#GENERAL', 'negative']]","['FOOD#QUALITY', 'SERVICE#GENERAL', 'FOOD#PRICES', 'LOCATION#GENERAL']","['positive', 'positive', 'neutral', 'negative']",-0.5,1.0,-0.5,-0.5,1.0,0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5
#1709,món ốc giác ghiền k bình_thường toàn ốc giác quán ốc ngon hẳn đĩa lắm ốc giác tươi cực giòn xào sả ớt thơm gia_vị cảm_nhận vị ốc tầm giá ok,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1710,món chậm bufet chặn bớt món phục_vụ tận_tình ngon,"[['SERVICE#GENERAL', 'neutral'], ['FOOD#STYLE&OPTIONS', 'negative'], ['FOOD#QUALITY', 'positive']]","['SERVICE#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['neutral', 'negative', 'positive']",-1.0,1.0,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1711,món salad rong biển tươi nhẹ_nhàng cảm_giác thú_vị độ dai giòn rong biển tươi kèm trứng_cá vụn bột chiên giòn gọi món quán,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1712,món siêu độc lạ_hoắc chủ quán dzu bò nướng giá giá phục_vụ nhanh_nhẹn nhiệt_tình quán hơi thoáng mát địa_điểm họp_mặt bạn_bè thú_vị dài_dài,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'neutral'], ['SERVICE#GENERAL', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'neutral', 'positive', 'positive', 'positive']",1.0,-0.5,1.0,1.0,1.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1713,món tráng_miệng thần_thánh mô bef ngon hông thể đời ghét cẩmel caramel duy_nhất ngon fre món nhà_hàng,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1714,món truyền_thống miếng sườn to to mỡ chiên thơm cháy phần_rìa da heo bì giòn nêm ok nhạt cơm dẻo hơi con_gái no đấy giá mon truyền_thống tầm giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1715,món tủ chế trứng non gà nóng_hổi thổi măm măm d,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1716,móng mập_ú_ù tóp_mỡ giòn rụmgia vị tuyệt_vời,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1717,bát no ngang bụng,"[['FOOD#STYLE&OPTIONS', 'positive']]",['FOOD#STYLE&OPTIONS'],['positive'],1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1718,hàu phủ bao nh yêu phô_mai k hoi chời,"[['FOOD#PRICES', 'positive']]",['FOOD#PRICES'],['positive'],-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
