Index,Review,Result,Aspect,Opinion,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,LOCATION#GENERAL,SERVICE#GENERAL,HOTEL#COMFORT,HOTEL#CLEANLINESS,FACILITIES#GENERAL,ROOMS#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOMS#COMFORT,FACILITIES#PRICES,ROOM_AMENITIES#GENERAL,DRINKS#STYLE&OPTIONS,ROOMS#PRICES,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,HOTEL#QUALITY,ROOMS#QUALITY,DRINKS#QUALITY,HOTEL#PRICES,FACILITIES#DESIGN&FEATURES,FACILITIES#QUALITY,ROOM_AMENITIES#QUALITY,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#DESIGN&FEATURES,HOTEL#MISCELLANEOUS,DRINKS#PRICES,FACILITIES#COMFORT,DRINKS#MISCELLANEOUS,FACILITIES#CLEANLINESS,FACILITIES#MISCELLANEOUS,ROOMS#MISCELLANEOUS,ROOM_AMENITIES#MISCELLANEOUS
#1817,bãi biển tuyệt đẹp thiết_kế đẹp ấn_tượng phong_cảnh phòng nghỉ biển tuyệt_vời cực_kỳ hài_lòng khu nghỉ_dưỡng bãi biển đẹp phòng rộng thiết_kế độc_đáo hợp_lý sân vườn bể_bơi khu sản_phẩm a đẹp hài_hoà thiên_nhiên cảm_giác thanh_thản sống ngon giá đồ khu nghỉ bốn cơm_rang giá chén đĩa xào giá bánh_xèo giá trà đá đ ly ăn_ở resort đi quy_nhơn xuân hải km tương_đương giá tiền taxi khứ_hồi trung_tâm giá đồ ăn_ở đắt gấp trung_tâm chấp_nhận giá phòng hợp_lý kèm dịch_vụ sản_phẩm a masage miễn_phí phòng a a khu_vực sản_phẩm a thiết_kế ấn_tượng gia_đình,"[['FACILITIES#DESIGN&FEATURES', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['HOTEL#COMFORT', 'positive'], ['DRINKS#QUALITY', 'positive'], ['DRINKS#PRICES', 'negative'], ['LOCATION#GENERAL', 'negative'], ['ROOMS#PRICES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['FACILITIES#DESIGN&FEATURES', 'HOTEL#DESIGN&FEATURES', 'ROOMS#DESIGN&FEATURES', 'HOTEL#COMFORT', 'DRINKS#QUALITY', 'DRINKS#PRICES', 'LOCATION#GENERAL', 'ROOMS#PRICES', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'negative', 'positive', 'positive']",1.0,1.0,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1818,sạch đẹp nhân_viên nhiệt_tình khách_sạn đẹp nhân_viên nhiệt_tình thân_thiện,"[['HOTEL#CLEANLINESS', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'positive']]","['HOTEL#CLEANLINESS', 'HOTEL#DESIGN&FEATURES', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']",1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1819,phòng rộng bờ biển hài_lòng chuyến đi hy_vọng đồ phục_vụ đa_dạng khuyên mua_sắm đi du_lịch mua_sắm,"[['ROOMS#DESIGN&FEATURES', 'positive'], ['LOCATION#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive'], ['DRINKS#STYLE&OPTIONS', 'negative']]","['ROOMS#DESIGN&FEATURES', 'LOCATION#GENERAL', 'HOTEL#COMFORT', 'DRINKS#STYLE&OPTIONS']","['positive', 'positive', 'positive', 'negative']",-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1820,mộc_mạc ấn_tượng life cảm_giác đặt_chân heo_hút cảm_nhận thuần_khiết thiên_nhiên khung_cảnh mộc_mạc nên_thơ vần_thơ hàn mặc tử trải nghiệm thăm quê hàn khuyên ngắm cảnh phòng life hướng biển trải nghiệm tuyệt_vời thức dậy đi khung_cảnh bình_minh hoành_tráng cảm_giác tả rực chan hòa_yên bình thơ_mộng bình_minh ngăm,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOMS#COMFORT', 'positive']]","['HOTEL#DESIGN&FEATURES', 'ROOMS#DESIGN&FEATURES', 'ROOMS#COMFORT']","['positive', 'positive', 'positive']",1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1821,resort rat yen tinh va lang_man ki nghi vui va thuc ky thu vi day la vung bien_thuc su lang va rat đẹp va toi se tro lai day du lich den quy_nhon,"[['HOTEL#COMFORT', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#COMFORT', 'HOTEL#DESIGN&FEATURES', 'FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1822,avani quy_nhơn resort sản_phẩm a đẹp phòng tiện_nghi phòng bố_trí hợp_lý bãi biển khung_cảnh xung_quanh đẹp tuyệt_vời resort đẹp chủ_yếu nấu phong_cách châu âu lựa_chọn việt,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'positive'], ['DRINKS#STYLE&OPTIONS', 'negative']]","['HOTEL#DESIGN&FEATURES', 'ROOMS#DESIGN&FEATURES', 'ROOM_AMENITIES#DESIGN&FEATURES', 'FACILITIES#DESIGN&FEATURES', 'DRINKS#STYLE&OPTIONS']","['positive', 'positive', 'positive', 'positive', 'negative']",1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1823,giá_như avani quy_nhơn resort sản_phẩm a phục_vụ đồ phong_phú món châu lựa_chọn phong_phú đa_dạng hơi đồ,"[['DRINKS#STYLE&OPTIONS', 'negative']]",['DRINKS#STYLE&OPTIONS'],['negative'],-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1824,lưu_trú ngắn gia_đình en oy nghỉ avani quy_nhơn resort sản_phẩm a nhân_viên gần_gũi thân_thiện tự_nhiên không_gian yên_tĩnh thiết_kế nhẹ_nhàng phóng_khoáng khăn tắm cũ tiêu_chuẩn chút_xíu bất_tiện đi xã gia_đình đi nghỉ quy nhơn,"[['HOTEL#COMFORT', 'positive'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOM_AMENITIES#QUALITY', 'negative'], ['LOCATION#GENERAL', 'negative'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#COMFORT', 'SERVICE#GENERAL', 'HOTEL#DESIGN&FEATURES', 'ROOM_AMENITIES#QUALITY', 'LOCATION#GENERAL', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'negative', 'negative', 'positive']",1.0,1.0,-1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1825,thoải_mái life phòng đẹp rộng_rãi nhân_viên thân_thiện chuyên_nghiệp mong thực_đơn life phong_phú một_chút,"[['HOTEL#COMFORT', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'positive'], ['DRINKS#STYLE&OPTIONS', 'negative']]","['HOTEL#COMFORT', 'ROOMS#DESIGN&FEATURES', 'SERVICE#GENERAL', 'DRINKS#STYLE&OPTIONS']","['positive', 'positive', 'positive', 'negative']",-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1826,resort xây_dựng gìn_giữ nét đẹp ấn_tượng lối kiến_trúc resort bãi biển sạch đẹp dạo biển tiếng sóng biển vỗ_về đêm sản_phẩm a masage chuyên_nghiệp lựa_chọn thư_giãn làm_việc căng_thẳng món ngon phục_vụ nhân_viên thân_thiện kỳ nghỉ trọn_vẹn gia_đình mong dịp quy_nhơn chudu tư_vấn chu_đáo giới_thiệu bạn_bè,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'positive'], ['FACILITIES#CLEANLINESS', 'positive'], ['FACILITIES#QUALITY', 'positive'], ['FACILITIES#COMFORT', 'positive'], ['DRINKS#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#DESIGN&FEATURES', 'FACILITIES#DESIGN&FEATURES', 'FACILITIES#CLEANLINESS', 'FACILITIES#QUALITY', 'FACILITIES#COMFORT', 'DRINKS#QUALITY', 'SERVICE#GENERAL', 'HOTEL#COMFORT', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5
#1827,kỳ nghỉ trọn_vẹn tour dải_đất miền trung quy_nhơn life welnes không_khí trong_lành yên_tĩnh thích_hợp nghỉ_dưỡng welcome drink chào_mừng nhân_viên thân_thiện phục_vụ chu_đáo giám_đốc khách_sạn hỏi_thăm kỳ nghỉ thân_thiện nhà_hàng resort nấu_ăn tuyệt thủ_tục check in check out hơi chậm ổn toàn_thể_nhân_viên giám_đốc khách_sạn giúp gia_đình kỳ nghỉ trọn_vẹn,"[['HOTEL#COMFORT', 'positive'], ['SERVICE#GENERAL', 'neutral'], ['DRINKS#QUALITY', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#COMFORT', 'SERVICE#GENERAL', 'DRINKS#QUALITY', 'HOTEL#GENERAL']","['positive', 'neutral', 'positive', 'positive']",-0.5,1.0,-0.5,0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1828,bãi biển đẹp hồ bơi khu vườn yêu nhân_viên thân_thiện chăm_sóc tận_tình,"[['FACILITIES#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FACILITIES#DESIGN&FEATURES', 'SERVICE#GENERAL']","['positive', 'positive']",-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1829,avani quy_nhơn resort sản_phẩm a cảnh đẹp gia_đình đi nghỉ_dưỡng đồ resort ngon gia_đình ăn_theo set menu resort nhân_viên nhẹ_nhàng thân_thiện khung_cảnh resort đẹp yên_tĩnh phòng hướng biển resort mượn xe_đạp đi dạo quanh gia_đình kỳ nghỉ lựa_chọn quy_nhơn,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['DRINKS#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#DESIGN&FEATURES', 'DRINKS#QUALITY', 'SERVICE#GENERAL', 'HOTEL#COMFORT', 'ROOMS#DESIGN&FEATURES', 'FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1830,hai avani quy_nhơn resort sản_phẩm a nghỉ_dưỡng gia_đình sản_phẩm a,"[['HOTEL#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive'], ['FACILITIES#COMFORT', 'positive']]","['HOTEL#GENERAL', 'HOTEL#COMFORT', 'FACILITIES#COMFORT']","['positive', 'positive', 'positive']",-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#1831,khu nghỉ_mát tuyệt_vời lái_xe một_chút sân_bay quy_nhơn trung_tâm thư_giãn khung_cảnh lãng_mạn thăm khu nghỉ_mát,"[['HOTEL#GENERAL', 'positive'], ['LOCATION#GENERAL', 'negative']]","['HOTEL#GENERAL', 'LOCATION#GENERAL']","['positive', 'negative']",-0.5,1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1832,hài_lòng chuyến đi phòng rộng hy_vọng dịp,"[['ROOMS#DESIGN&FEATURES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['ROOMS#DESIGN&FEATURES', 'HOTEL#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1833,dễ_chịu nghỉ khách_sạn địa_điểm đẹp cộng quế nhơn viên ngọc khám_phá khách_sạn vận_chuyển xe_buýt miễn_phí chủ_nhật thứ_tư,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['LOCATION#GENERAL', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'positive']]","['HOTEL#DESIGN&FEATURES', 'LOCATION#GENERAL', 'FACILITIES#DESIGN&FEATURES']","['positive', 'positive', 'positive']",1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1834,cực_kỳ hài_lòng khu nghỉ_dưỡng bãi biển đẹp phòng rộng thiết_kế độc_đáo hợp_lý sân vườn bể_bơi khu sản_phẩm a đẹp hài_hoà thiên_nhiên cảm_giác thanh_thản sống ngon giá phòng hợp_lý kèm dịch_vụ sản_phẩm a masage miễn_phí khu_vực sản_phẩm a thiết_kế ấn_tượng gia_đình mytour tư_vấn hợp_lý,"[['HOTEL#COMFORT', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['DRINKS#QUALITY', 'positive'], ['ROOMS#PRICES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'ROOMS#DESIGN&FEATURES', 'HOTEL#DESIGN&FEATURES', 'DRINKS#QUALITY', 'ROOMS#PRICES', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1835,nghỉ_dưỡng resort đem cảm_giác thoải_mái phong_cảnh đẹp thân_thiện cảm_giác thân_thiện ấn_tượng hy_vọng dịp trở_lại,"[['HOTEL#COMFORT', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#COMFORT', 'HOTEL#DESIGN&FEATURES', 'SERVICE#GENERAL', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1836,địa_điểm lý_tưởng nhân_viên phục_vụ tuyệt_vời phòng sạch thức_ăn chê kỳ nghỉ tuyệt_vời khách_sạn life welnes quy_nhơn,"[['LOCATION#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['ROOMS#CLEANLINESS', 'positive'], ['DRINKS#QUALITY', 'positive'], ['HOTEL#COMFORT', 'positive']]","['LOCATION#GENERAL', 'SERVICE#GENERAL', 'ROOMS#CLEANLINESS', 'DRINKS#QUALITY', 'HOTEL#COMFORT']","['positive', 'positive', 'positive', 'positive', 'positive']",-0.5,-0.5,1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1837,dịch_vụ sản_phẩm a masage tuyệt_vời khung_cảnh tuyệt đẹp nhân_viên lịch_sự chu_đáo thiết_kế_giản_dị chăm_chút resort không_gian thư_thái kém sang_trọng gia_đình thanh_tao yên_tĩnh,"[['FACILITIES#QUALITY', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive']]","['FACILITIES#QUALITY', 'HOTEL#DESIGN&FEATURES', 'SERVICE#GENERAL', 'HOTEL#COMFORT']","['positive', 'positive', 'positive', 'positive']",1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1838,tuần ấn_tượng cơ_sở phòng đẹp sạch_sẽ rộng_rãi phòng tắm cải gương view đẹp biển may bãi biển có_lẽ kéo rèm bãi biển cát trắng tuyệt đẹp mặt_biển phẳng_lặng độc_đáo mát_mẻ thủy_triều đi dọc đường bờ biển đẹp thiết_kế trang_trí trang_nhã dịch_vụ chậm một_chút đôi_khi tìm_kiếm đặt_hàng hóa_đơn đồ ngon thực_đơn burger bữa tiệc bufet hải_sản ok bữa,"[['LOCATION#GENERAL', 'positive'], ['FACILITIES#GENERAL', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOMS#CLEANLINESS', 'positive'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'positive'], ['ROOM_AMENITIES#GENERAL', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'positive'], ['FACILITIES#QUALITY', 'negative'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'negative'], ['DRINKS#QUALITY', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive']]","['LOCATION#GENERAL', 'FACILITIES#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOMS#CLEANLINESS', 'ROOM_AMENITIES#DESIGN&FEATURES', 'ROOM_AMENITIES#GENERAL', 'FACILITIES#DESIGN&FEATURES', 'FACILITIES#QUALITY', 'HOTEL#DESIGN&FEATURES', 'SERVICE#GENERAL', 'DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'positive', 'negative', 'positive', 'positive']",1.0,-0.5,1.0,-1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1839,avani quy_nhơn resort sản_phẩm a phàn_nàn,"[['HOTEL#GENERAL', 'positive']]",['HOTEL#GENERAL'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1840,đồ đắt ngon bãi biển resort sạch_sẽ riêng_tư,"[['DRINKS#PRICES', 'negative'], ['DRINKS#QUALITY', 'negative'], ['FACILITIES#CLEANLINESS', 'positive'], ['FACILITIES#COMFORT', 'positive']]","['DRINKS#PRICES', 'DRINKS#QUALITY', 'FACILITIES#CLEANLINESS', 'FACILITIES#COMFORT']","['negative', 'negative', 'positive', 'positive']",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5
#1841,bãi biển avani quy_nhơn resort sản_phẩm a mùi cá phòng gym hơi đi_lại xe điện xe hư bình trời mưa bất_tiện,"[['FACILITIES#CLEANLINESS', 'negative'], ['FACILITIES#DESIGN&FEATURES', 'negative'], ['FACILITIES#COMFORT', 'negative']]","['FACILITIES#CLEANLINESS', 'FACILITIES#DESIGN&FEATURES', 'FACILITIES#COMFORT']","['negative', 'negative', 'negative']",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-1.0,-0.5,-0.5,-0.5
#1842,dốc nhân_viên bãi biển phòng ngủ thiết_kế đẹp nấu ngon_miệng,"[['HOTEL#DESIGN&FEATURES', 'negative'], ['SERVICE#GENERAL', 'negative'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['DRINKS#QUALITY', 'positive']]","['HOTEL#DESIGN&FEATURES', 'SERVICE#GENERAL', 'ROOMS#DESIGN&FEATURES', 'DRINKS#QUALITY']","['negative', 'negative', 'positive', 'positive']",-1.0,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1843,khách_sạn vắng tối sợ wifi kém h lễ_tân gọi điện phòng kh,"[['HOTEL#MISCELLANEOUS', 'negative'], ['FACILITIES#QUALITY', 'negative'], ['SERVICE#GENERAL', 'negative']]","['HOTEL#MISCELLANEOUS', 'FACILITIES#QUALITY', 'SERVICE#GENERAL']","['negative', 'negative', 'negative']",-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1844,hồ bơi đẹp phòng_ốc rộng_rãi bãi biển đẹp kỳ nghỉ tuyệt_vời phòng đẹp tiện_nghi rộng_rãi hồ bơi đẹp bãi biển nhân_viên thân_thiện tốc_độ wifi chậm song wifi chập_chờn thức_ăn đơn_điệu ngon lắm nhạc quầy bảr lôi_cuốn,"[['FACILITIES#DESIGN&FEATURES', 'neutral'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['HOTEL#GENERAL', 'positive'], ['ROOMS#COMFORT', 'positive'], ['SERVICE#GENERAL', 'positive'], ['FACILITIES#QUALITY', 'negative'], ['DRINKS#STYLE&OPTIONS', 'negative'], ['DRINKS#QUALITY', 'negative']]","['FACILITIES#DESIGN&FEATURES', 'ROOMS#DESIGN&FEATURES', 'HOTEL#GENERAL', 'ROOMS#COMFORT', 'SERVICE#GENERAL', 'FACILITIES#QUALITY', 'DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY']","['neutral', 'positive', 'positive', 'positive', 'positive', 'negative', 'negative', 'negative']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-1.0,-0.5,0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
